dcls_month_x,fin_co_no_x,fin_prdt_cd,kor_co_nm,fin_prdt_nm,join_way,loan_inci_expn,erly_rpay_fee,dly_rate,loan_lmt,dcls_strt_day,dcls_end_day,fin_co_subm_day,dcls_month_y,fin_co_no_y,mrtg_type,mrtg_type_nm,rpay_type,rpay_type_nm,lend_rate_type,lend_rate_type_nm,lend_rate_min,lend_rate_max,lend_rate_avg,region_code,region_name
202506,0010020,12107084,제주은행,제주홈대출,영업점,"인지세 50%
주택채권매입비용","중도상환금액×1.3%×대출잔여일수/대출기간
3년경과시 면제","적용금리+3%
최고적용 15%",감정가의 70%이내,20250620,,202506181520,202506,0010020,A,아파트,D,분할상환방식,C,변동금리,4.13,5.13,4.13,020000,은행
202506,0010020,12109121,제주은행,제주장기모기지론,영업점,"인지세 50%
주택채권매입비용","중도상환금액×1.3%×대출잔여일수/대출기간
3년경과시 면제","적용금리+3%
최고적용 15%",감정가의 70%이내,20250620,,202506181520,202506,0010020,A,아파트,D,분할상환방식,C,변동금리,4.52,5.52,4.51,020000,은행
202506,0010020,12109121,제주은행,제주장기모기지론,영업점,"인지세 50%
주택채권매입비용","중도상환금액×1.3%×대출잔여일수/대출기간
3년경과시 면제","적용금리+3%
최고적용 15%",감정가의 70%이내,20250620,,202506181520,202506,0010020,E,아파트외,D,분할상환방식,C,변동금리,4.52,5.52,4.6,020000,은행
202506,0010022,WR0001A,전북은행,JB해피홈론,영업점,"인지세:50%
주택채권매입:대출금액×120%×1%×할인율
화재보험료(아파트외)
주택신보출연료(주택구입)","상환금액×
수수료율(잔여일 1년미만 0.8%, 1년초과 1.8%)×
대출잔여일수÷대출기간(최장 3년)","대출금리+3%
(최고 연체이자율:15%)",LTV 70%,20250620,20250719,202506191138,202506,0010022,A,아파트,D,분할상환방식,F,고정금리,2.58,5.08,,020000,은행
202506,0010022,WR0001A,전북은행,JB해피홈론,영업점,"인지세:50%
주택채권매입:대출금액×120%×1%×할인율
화재보험료(아파트외)
주택신보출연료(주택구입)","상환금액×
수수료율(잔여일 1년미만 0.8%, 1년초과 1.8%)×
대출잔여일수÷대출기간(최장 3년)","대출금리+3%
(최고 연체이자율:15%)",LTV 70%,20250620,20250719,202506191138,202506,0010022,A,아파트,D,분할상환방식,C,변동금리,3.59,6.09,5.03,020000,은행
202506,0010022,WR0001A,전북은행,JB해피홈론,영업점,"인지세:50%
주택채권매입:대출금액×120%×1%×할인율
화재보험료(아파트외)
주택신보출연료(주택구입)","상환금액×
수수료율(잔여일 1년미만 0.8%, 1년초과 1.8%)×
대출잔여일수÷대출기간(최장 3년)","대출금리+3%
(최고 연체이자율:15%)",LTV 70%,20250620,20250719,202506191138,202506,0010022,A,아파트,S,만기일시상환방식,C,변동금리,3.31,5.81,,020000,은행
202506,0010022,WR0001B,전북은행,BEST고정금리모기지론,영업점,"인지세:50%
주택채권매입:대출금액×120%×1%×할인율
화재보험료(아파트외)
주택신보출연료(주택구입)","상환금액×
수수료율(잔여일 1년미만 1%, 1년초과 2%)×
대출잔여일수÷대출기간(최장 3년)","대출금리+3%
(최고 연체이자율:15%)",LTV 70%,20250620,20250719,202506191138,202506,0010022,A,아파트,D,분할상환방식,F,고정금리,5.29,6.09,,020000,은행
202506,0010022,WR0001B,전북은행,BEST고정금리모기지론,영업점,"인지세:50%
주택채권매입:대출금액×120%×1%×할인율
화재보험료(아파트외)
주택신보출연료(주택구입)","상환금액×
수수료율(잔여일 1년미만 1%, 1년초과 2%)×
대출잔여일수÷대출기간(최장 3년)","대출금리+3%
(최고 연체이자율:15%)",LTV 70%,20250620,20250719,202506191138,202506,0010022,A,아파트,S,만기일시상환방식,F,고정금리,5.01,5.81,,020000,은행
202506,0010022,WR0001B,전북은행,BEST고정금리모기지론,영업점,"인지세:50%
주택채권매입:대출금액×120%×1%×할인율
화재보험료(아파트외)
주택신보출연료(주택구입)","상환금액×
수수료율(잔여일 1년미만 1%, 1년초과 2%)×
대출잔여일수÷대출기간(최장 3년)","대출금리+3%
(최고 연체이자율:15%)",LTV 70%,20250620,20250719,202506191138,202506,0011625,A,아파트,D,분할상환방식,C,변동금리,3.66,4.46,4.16,020000,은행
202506,0010022,WR0001B,전북은행,BEST고정금리모기지론,영업점,"인지세:50%
주택채권매입:대출금액×120%×1%×할인율
화재보험료(아파트외)
주택신보출연료(주택구입)","상환금액×
수수료율(잔여일 1년미만 1%, 1년초과 2%)×
대출잔여일수÷대출기간(최장 3년)","대출금리+3%
(최고 연체이자율:15%)",LTV 70%,20250620,20250719,202506191138,202506,0011625,A,아파트,D,분할상환방식,F,고정금리,3.61,4.41,4.01,020000,은행
202506,0010022,WR0001C,전북은행,JB우리집대출,"영업점,스마트폰","인지세:50%
주택채권매입:대출금액×120%×1%×할인율
화재보험료(아파트외)
주택신보출연료(주택구입)","상환금액×
수수료율(변동금리 0.8%, ,고정금리 1.0%)×
대출잔여일수÷대출기간(최장 3년)","대출금리+3%
(최고 연체이자율:15%)",LTV 70%,20250620,20250719,202506191138,202506,0010022,A,아파트,D,분할상환방식,F,고정금리,3.08,5.08,3.92,020000,은행
